,도서명,카테고리,정가,평점,리뷰수,태그
662,빅데이터 전문가의 하둡 관리,컴퓨터/IT,"40,000",0.0,0,#행복 #정부 간행물 #선행 연구 검토
663,빅 데이터가 만드는 비즈니스 미래지도,경제/경영,"17,000",5.0,0,#정부 간행물 #사례 분석 #신용카드
664,진격의 빅데이터,경제/경영,"15,000",0.0,0,#선행 연구 검토 #정책 제언 #간선
665,데이터과학 입문,컴퓨터/IT,"26,000",10,4,#정의 #정책 제언 #소결
666,빅데이터 분석 기획,컴퓨터/IT,"20,000",0.0,2,#정부 간행물 #연구 개요 #정책 제언
667,R활용 빅데이터분석,컴퓨터/IT,"24,000",10,0,#도서 #초급 #중급
668,빅데이터 비즈니스 블루오션,경제/경영,"14,000",10,0,#학술 연구 #사례 연구 #인프라
669,렛유인 빅데이터분석기사 필기 한권으로 끝내기(2021),컴퓨터/IT,"30,000",0.0,17,#실증 분석 #정부 간행물 #사례 분석
670,빅데이터 거버넌스,컴퓨터/IT,"32,000",9.6,1,#디지털 시대 #신용 #개인 정보 보호
671,국가브랜드와 빅데이터,컴퓨터/IT,"9,800",9.5,0,#과학 #창업 #의료
672,2021 랜드프로 빅데이터 유형별 기출지문 민법,취업/수험서,"18,000",0.0,0,#경제학자 #컴퓨팅 #프라이버시
673,데이터베이스 for Beginner,컴퓨터/IT,"24,000",10,0,#전반 #이론 #기초
674,스파크 2.0으로 하는 고속 스마트 빅데이터 분석과 처리 3/e,컴퓨터/IT,"30,000",0.0,0,#쿼리 #웹 서비스 #엑세스
675,R과 하둡을 이용한 빅데이터 분석,컴퓨터/IT,"25,000",2.5,0,#도서 #국문 #색인
676,클라우드 API를 활용한 빅데이터 분석,컴퓨터/IT,"30,000",8.8,14,#코퍼스 #스페인어 #프랑스어
677,빅데이터 마이닝 3/e,컴퓨터/IT,"50,000",9.3,0,#약문 #소결 #정부 간행물
678,Why? 수학: 산업수학(빅데이터와 통계),어린이(초등),"11,000",9.9,9,#태평양 #유럽 #모듈
679,R데이터 시각화: 완결편,컴퓨터/IT,"35,000",0.0,0,#추진 #담당자 #실제 업무
680,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.7,2,#정책 제언 #정책 평가 #인프라 구축
681,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",10,0,#아동학습만화 #직업만화 #진로교육
682,대용량 데이터베이스솔루션 2,컴퓨터/IT,"38,000",10,0,#머신 러닝 #베이즈 #마이닝
683,데이터가 지배하는 법,정치/사회,"20,000",9.5,1,#환경 #프레임워크 #이용자
684,"AI, 빅데이터로 부자의 지름길을 가자",경제/경영,"16,000",9.2,6,#회계 #오피스 프로그램 #기본 기능
685,빅데이터 시스템 구축 가이드,컴퓨터/IT,"28,000",0.0,0,#투자자 #설득 #이해 관계자
686,빅데이터 기획 및 분석,컴퓨터/IT,"25,000",0.0,0,#다보스 포럼 #사이언 #학회지
687,Neo4j로 시작하는 그래프 데이터베이스 2/e,컴퓨터/IT,"30,000",9.7,22,#마케팅 #인터넷 #전문 서적
688,R데이터 시각화: 응용 심화편,컴퓨터/IT,"45,000",10,0,#정보 처리 기사 #관계 데이터 모델 #데이터 웨어 하우스
689,데이터를 지배하는 자가 세계를 지배한다,경제/경영,"17,000",0.0,0,#문재인 #연구 필요 #연구 배경
690,데이터가 돋보이는 Microsoft Power BI,컴퓨터/IT,"22,000",8.3,0,#전산통계
691,"문화유산을 읽는 새로운 시각, 빅데이터",예술/대중문화,"11,000",10,0,#정부 간행물 #정책 제언 #소결
692,2022년 마이데이터 핵심기술 및 시장 동향과 유망 사업 분야별 사업화 전략,기술/공학,"440,000",0.0,0,#학회지 #예측 #분석 결과
693,이지패스 ADsP 데이터분석 준전문가(2021),컴퓨터/IT,"28,000",10,0,#통계학 #확률분포 #확률변수
694,이지패스 빅데이터분석기사 필기(2021),컴퓨터/IT,"32,000",10,0,#정부 간행물 #네트워크 #유해 물질
695,빅데이터,컴퓨터/IT,"20,000",0.0,0,#아동학습만화 #과학학습만화
696,머신러닝을 위한 실전 데이터셋,컴퓨터/IT,"18,000",10,0,#설치 #분석 개요 #방범
697,R 데이터분석 3단계,컴퓨터/IT,"15,000",8.0,0,#재테크
698,돈이 보이는 빅데이터,경제/경영,"14,000",10,0,#시맨틱 #데이터 #웹 서비스
699,빅데이터 4차 산업혁명의 언어,경제/경영,"16,000",10,0,#관계 #오라클 #챠트
700,데이터노믹스,경제/경영,"25,000",10,0,#관계 #물리 #실전 문제 풀이
701,빅데이터 경영 4.0,경제/경영,"15,000",0.0,0,#심리학 #경제학 #사회학
702,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.5,0,#정책 과제 #아파치 #사업 기회
703,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",0.0,0,#머신 러닝 #마이닝 #자연어 처리
704,드루팔 빅데이터맵,컴퓨터/IT,"16,000",9.7,0,#데이터 모델 #데이터 마이닝 #데이터 관리
705,빅데이터와 인권,정치/사회,"17,000",0.0,0,#모듈 #고급 활용 #데이터 입력
706,빅데이터 활용서 1,컴퓨터/IT,"28,000",10,1,#메소드 #스택 #응용문제
707,빅데이터 전쟁,경제/경영,"13,800",0.0,0,#관계 #마이닝 #고급 주제
708,빅데이터를 활용한 스마트그리드,기술/공학,"35,000",0.0,0,#저널리즘 #뉴스 #콘텐츠
709,데이터베이스 해킹 & 보안 완벽 가이드,컴퓨터/IT,"40,000",2.5,0,#정부 간행물 #핵심 기술 #파급
710,빅데이터 R 포인트,컴퓨터/IT,"19,000",0.0,0,#전산통계
711,데이터를 부탁해,컴퓨터/IT,"15,000",10,3,#쿼리 #트랜잭션 #트리거
712,스파크를 활용한 빅데이터 분석,컴퓨터/IT,"28,000",8.9,3,#분석가 #경쟁 우위 #레버리지
713,9급 공무원 빅데이터 한국사(2019),취업/수험서,"19,000",9.7,2,#로그 #소프트웨어 #컴퓨터
714,핵심 데이터베이스 시스템,컴퓨터/IT,"25,000",0.0,0,#과학 #정책 수립 #사업
715,Mastering 데이터마이닝 전문가: General Level,경제/경영,"27,000",7.5,0,#인사이트 #가트너 #샤이니
716,이것이 헬스케어 빅데이터이다,경제/경영,"18,000",0.0,0,#마케팅 #모의고사 #비즈니스 모델
717,데이터마이닝,컴퓨터/IT,"16,000",9.4,6,#대시보드 #추진 배경 #개인정보
718,빅데이터를 활용한 해운시장분석 연구,정치/사회,"15,000",10,0,#경제전망
719,데이터과학 비즈니스,컴퓨터/IT,"9,800",10,0,#공무원 #소결 #공공 부문
720,빅데이터 분석 도구 R 프로그래밍,컴퓨터/IT,"35,000",10,0,#모형 #준지 #해지
721,데이터자본과 권력,경제/경영,"12,000",0.0,0,#하둡 #아키텍처 #웹 프로그래밍
722,빅데이터와 보안,컴퓨터/IT,"24,000",8.9,1,#엑셀 #확률분포 #실습
723,"데이터, 민주주의를 조작하다",정치/사회,"16,500",10,0,#클래스 #해싱 #스택
724,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",0.0,0,#연결 리스트 #스택 #비파괴
725,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",6.2,0,#관계 #프로그래밍 #액세스
726,R통계데이터 분석과 시각화,경제/경영,"32,000",5.8,5,#공무원 #조사 목적 #정책 제언
727,빅데이터 활용서.2,컴퓨터/IT,"27,000",0.0,0,#통계학 #공무원 #초심자
728,빅데이터를 활용한 통계분석,컴퓨터/IT,"15,000",9.5,0,#거시경제 #마이닝 #지수
729,빅데이터는 거품이다,정치/사회,"12,000",10,0,#인간관계 #이제마 #웬수
730,ICT 벤처기업 패널데이터 구축 연구,정치/사회,"10,000",0.0,0,#하둡 #오라클 #리듀스
731,빅 데이터@워크,경제/경영,"16,000",7.5,0,#건축 #식별자 #편목
732,우리 곁에 빅 데이터가 있어!,어린이(초등),"12,000",0.0,0,#프로그래밍 #코딩 #자연어
733,경영데이터베이스 관리론,경제/경영,"29,000",10,7,#입법론 #개선 과제 #활용 현황
734,액세스 2019로 배우는 데이터베이스 기초와 실습,컴퓨터/IT,"28,000",9.2,8,#쿼리 #바이더 #메소드
735,데이터가 뒤집은 공부의 진실,가정/육아,"13,000",0.0,0,#행복 #정부 간행물 #결론 참고 문헌
736,DB 설계 입문자를 위한 데이터베이스 설계 및 구축,컴퓨터/IT,"20,000",0.0,0,#파이썬 #함수 사용 #예제
737,보안 빅데이터 분석 플랫폼 구축과 활용,컴퓨터/IT,"35,000",8.3,0,#마이닝 #메르스 #학회지
738,빅데이터와 교육,인문,"12,000",6.5,0,#스토리지 #아키텍처 #딕셔너리
739,수능 구문 빅데이터(기본편)(2021),중/고등참고서,"14,000",10,0,#딥 러닝 #회귀분석 #컴팩트
740,R을 이용한 웹스크레이핑과 데이터분석,컴퓨터/IT,"39,000",5.0,0,#관계 #언어 #정규
741,비즈니스 애널리틱스를 위한 데이터마이닝,컴퓨터/IT,"33,000",9.5,0,#관계 데이터 모델 #트랜잭션 #데이터 모델
742,"빅데이터로 부동산 투자했다는 박 대리, 그래서 얼마 벌었대",경제/경영,"18,000",0.0,1,#정의 #관계 #신용
743,파이썬으로 경험하는 빅데이터 분석과 머신러닝,컴퓨터/IT,"27,000",0.0,0,#정부 간행물 #정책 제언 #추진 방법
744,데이터로 보는 인사이야기,경제/경영,"16,800",0.0,0,#소셜 미디어 #계파 #경제 영역
745,데이터와 법,정치/사회,"32,000",0.0,0,#정의 #클라우드 #마이닝
746,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",0.0,0,#경제전망 #미래사회
747,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",10,0,#상관분석 #회귀분석 #튜플
748,에듀윌 한국사능력검정시험 심화 기출빅데이터 우선순위 50,인문,"9,000",0.0,0,#모바일 #정규 #빅 데이터
749,김범준 선생님이 들려주는 빅데이터와 물리학,어린이(초등),"12,000",0.0,0,#마케팅 #통계학 #중학 수학
750,"데이터베이스시스템(1학기, 워크북포함)",인문,"16,000",10,0,#선행 연구 검토 #측정 도구 #기초 자료
751,"빅데이터 경매분석, 이렇게 쉽다고?",경제/경영,"16,700",0.0,0,#마이닝 #잔차 #외부 데이터
752,"인재경영, 데이터사이언스를 만나다",경제/경영,"15,000",10,0,#국내 사례 #월마트 #환류
753,데이터베이스 처리 [개정판],컴퓨터/IT,"8,900",0.0,0,#호스팅 #소프트웨어 개발 #프로세서
754,빅데이터연구,컴퓨터/IT,"18,000",6.7,0,#클라우드 #정책 동향 #호스팅
755,빅데이터 인문학: 진격의 서막,인문,"22,000",0.0,7,#인공지능 #국가 정보 #개별법
756,빅데이터로 읽는 사회과 교재연구,인문,"25,000",0.0,0,#선행 연구 검토 #정책 제언 #실증 분석
757,화학데이터(SI단위),과학,"6,000",0.0,0,#산출물 #요구사항 #현황 분석
758,Big Data(빅 데이터),컴퓨터/IT,"14,000",0.0,0,#파이썬 설치 #로지스틱 회귀분석 #엑셀
759,Linked Data(링크드 데이터),컴퓨터/IT,"21,000",8.1,0,#향후 과제 참고 문헌 #신용 #국내 사례
760,아이폰 Core Data 데이터베이스 앱 프로그래밍,컴퓨터/IT,"18,000",0.0,0,#의료 #보험 #쿼리
761,해양 빅데이터의 세계,기술/공학,"25,000",10,0,#기술 개발 동향 #특허 동향 분석 #출원 현황
762,헬스케어 의료 분야 인공지능(AI)과 빅데이터(Big Data)의 핵심기술 개발동향과 국내외 시장 분석,기술/공학,"390,000",10,1,#정부 간행물 #정책 제언 참고 문헌 부록 #미세
763,디지털/스마트 헬스케어 R&D전략: AI/빅데이터/메타버스/디지털트윈,기술/공학,"380,000",0.0,0,#사회 복지 분야 #조사 분석 #사회 복지 실천
764,세상에 대하여 우리가 더 잘 알아야 할 교양 41: 빅데이터 빅브러더가 아닐까?,어린이(초등),"12,000",5.0,0,#분석 개요 #추진 체계 #평가 지표
765,데이터마이닝 기법과 응용,컴퓨터/IT,"28,000",10,0,#전산통계
766,컴퓨팅 사고력과 일상의 빅데이터,컴퓨터/IT,"20,000",0.0,0,#쿼리 #사용자 지정 #데이터 모델링
767,미디어가 묻고 빅데이터가 답하다,정치/사회,"15,000",10,0,#책 #서점 #책추천 #독서에세이 #상담 #책방 #서점원
768,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",9.2,5,#오라클 #트리거 #설치 방법
769,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",8.8,0,#사업 기회 #구현 #현상
770,빅데이터 분석을 이용한 신재생에너지산업의 규모 추정,정치/사회,"6,000",0.0,3,#로지스틱 회귀 #선형 회귀 #회귀 모형
771,산업별 뉴스데이터를 활용한 경기 분석 및 예측 연구,정치/사회,"5,000",0.0,0,#작품 #일러두기 #목록
772,오라클로 배우는 데이터베이스 개론과 실습,컴퓨터/IT,"29,000",8.6,6,#무결성 #트랜잭션 #데이터 관리
773,초연결 사회의 데이터통신과 네트워킹,기술/공학,"29,000",10,0,#국내 사례 #정부 간행물 #결론 참고 문헌
774,MySQL로 배우는 데이터베이스 개론과 실습,컴퓨터/IT,"27,000",0.0,0,#유럽 #스케어 #소결
775,데이터베이스 관리와 실습,컴퓨터/IT,"25,000",10,0,#광고학
776,데이터베이스 기초와 실습,컴퓨터/IT,"24,000",0.0,1,#확률분포 #신뢰구간 #가설 검정
777,2022 빅데이터 분석기사 필기,컴퓨터/IT,"30,000",0.0,0,#쿼리 #명령어 #리소스
778,포스트디지털 빅데이터 및 포스트모바일 5G 시장동향과 산업전략 분석,기술/공학,"320,000",2.5,0,#비즈니스 모델 #네트워크 #경쟁 전략
779,데이터로 교육의 질 관리하기: 이론과 실천,인문,"20,000",10,0,#관계 연산자 #식별자 #데이터 모델
780,소셜 빅데이터 기반 저출산 정책 수요 예측,정치/사회,"10,000",0.0,0,#인공지능 #오라클 #데이터 모델
781,AIⅹ빅데이터 마케팅,경제/경영,"13,800",0.0,0,#시사점 참고 문헌 #연구 배경 #간행물
782,빅데이터를 지배하는 통계의 힘: 데이터활용 편,경제/경영,"16,500",0.0,0,#파일 #포털 #작성 방법
783,빅데이터 컴퓨팅 기술,컴퓨터/IT,"22,000",10,0,#대상지 #전통 시장 #국정 운영
784,재무빅데이터분석사 2급(하),취업/수험서,"25,000",10,0,#정부 간행물 #시간 #결론 참고 문헌 부록
785,재무빅데이터분석사 2급(상),취업/수험서,"23,000",8.4,0,#정부 간행물 #관계 분석 #참고 문헌 부록
786,부동산 빅데이터 블록체인 프롭테크,경제/경영,"36,000",0.0,0,#트랜잭션 #트리거 #설치 과정
787,"데이터가 뛰어노는 AI 놀이터, 캐글",컴퓨터/IT,"35,000",0.0,0,#감정 #정부 간행물 #결론 참고 문헌
788,현장기술자를 위한 KS규격&기계설계 실무 데이터북,기술/공학,"35,000",7.5,1,#정책 방안 #클라우드 #개인 정보 보호
789,실무에 유용한 기계설계 데이터북,기술/공학,"30,000",5.9,2,#토픽 #추진 방법 #정부 간행물
790,데이터 분석 전문가 가이드(ADP)(ADsP),컴퓨터/IT,"50,000원",10,0,#조사 개요 #렌더링 #주 요국
791,데이터아키텍처 전문가 가이드,컴퓨터/IT,"50,000원",7.5,0,#문헌 부록 #정부 간행물 #선행 연구
792,MySQL과 모바일 웹으로 만나는 데이터베이스의 정석,컴퓨터/IT,"19,000",10,2,#스타트업 #실리콘밸리 #클러스터
793,R을 이용한 공공데이터 분석,컴퓨터/IT,"28,000",10,0,#정의 #대안 모색 #정부 간행물
794,4차 산업혁명 현장 전문가가 알려주는 빅데이터 분석과 활용,컴퓨터/IT,"26,000",10,0,#엑세스 #데이터 형식 #데이터 모델
795,엑셀을 활용한 빅데이터 기초실습,컴퓨터/IT,"22,000",0.0,0,#지주회사 #약문 #소결
796,"포스트 코로나 시대, 데이터로 읽는 대한민국",정치/사회,"16,500",0.0,0,#타이 #마이닝 #제이
797,2022 수제비 빅데이터분석기사 실기(필답형+작업형),컴퓨터/IT,"30,000",0.0,0,#문헌 부록 #정책 제언 #메타데이터
798,이기적 ADsP 데이터분석 준전문가 기본서,컴퓨터/IT,"28,000",10,4,#윈도우 #엑세스 #아키텍처
799,빅데이터 AI 플랫폼 구축전략과 주요 산업별 활성화 동향 분석,기술/공학,"380,000",0.0,0,#단순 회귀분석 #다중 회귀분석 #패키지 설치
800,비즈니스 애널리틱스를 위한 데이터마이닝(R Edition),컴퓨터/IT,"33,000",0.0,0,#주요 정책 #산업 부문 #약문
801,빅데이터가 뽑은 세계미술 108선,예술/대중문화,"18,000",0.0,0,#인공지능 #네이버 #실습 과제
802,2022 빅데이터 분석기사 필기 핵심요약+적중문제,컴퓨터/IT,"15,000",0.0,0,#발전 방안 #조사표 #의료
803,보건의료 빅데이터로 영리를 추구하는 기업들,정치/사회,"20,000",0.0,7,#관리 체계 #시사점 #최근 일본
804,데이터노믹스,경제/경영,"12,000",10,0,#무결성 #모의고사 #행정자치부
805,빅데이터로 직업을 고른다면,청소년,"14,000",10,0,#모듈 #프로토 타이핑 #데이터 관리
806,퀴즈! 과학상식: 빅데이터 과학,어린이(초등),"9,500",9.7,7,#투자 #경제 #기업 경영
807,인공지능·빅데이터 마케팅,경제/경영,"12,000",10,0,#방송대 #방송통신대 #한국방송통신대 #방송통신대학교 #한국방송통신대학교
808,빅데이터를 활용한 어업지도 효율화모델 개발 연구,기술/공학,"15,000",0.0,0,#미국 기업 #기업 문화 #기업 경영
809,정보관리기술사 & 컴퓨터시스템응용기술사 8: 데이터베이스,컴퓨터/IT,"33,000",0.0,0,#오라클 #관계 #윈도우
